contest_no,win,comp,policy_index,valence_index,Gender,Age,Race,Job,Political,Party,democrat,republican,resp_pid_7,resp_pid_3_text,resp_mturkid,same_party,mturk_clean
1,0,71,8,3,Female,35,Black,Small Business Owner,Representative in Congress,non-partisan,1,0,1,Democrat,AN9E66JQN9AJT,1,1095
1,1,72,8,3,Female,35,Hispanic,Business Executive,Representative in Congress,non-partisan,1,0,1,Democrat,AN9E66JQN9AJT,1,1095
2,1,72,8,3,Male,45,Black,Attorney,City Council Member,Independent,1,0,1,Democrat,AN9E66JQN9AJT,1,1095
2,0,72,8,3,Male,45,Asian,Police Officer,Representative in Congress,Independent,1,0,1,Democrat,AN9E66JQN9AJT,1,1095
3,0,68,8,4,Female,35,White,Small Business Owner,State Legislator,non-partisan,1,0,1,Democrat,AN9E66JQN9AJT,1,1095
3,1,84,8,5,Female,65,White,Attorney,Mayor,non-partisan,1,0,1,Democrat,AN9E66JQN9AJT,1,1095
4,0,65,8,3,Female,55,Hispanic,Business Executive,Mayor,non-partisan,1,0,1,Democrat,AN9E66JQN9AJT,1,1095
4,1,75,8,5,Male,45,Asian,Police Officer,City Council Member,non-partisan,1,0,1,Democrat,AN9E66JQN9AJT,1,1095
5,1,72,8,5,Male,55,Asian,Police Officer,State Legislator,non-partisan,1,0,1,Democrat,AN9E66JQN9AJT,1,1095
5,0,40,8,3,Female,55,Hispanic,Business Executive,None,non-partisan,1,0,1,Democrat,AN9E66JQN9AJT,1,1095
1,0,75,7,3,Female,65,White,Business Executive,None,non-partisan,1,0,1,Democrat,andyholt85,1,1096
1,1,100,8,7,Female,45,Black,Attorney,State Legislator,non-partisan,1,0,1,Democrat,andyholt85,1,1096
2,0,70,9,4,Female,35,Black,Police Officer,None,Independent,1,0,1,Democrat,andyholt85,0,1096
2,1,100,9,7,Female,65,White,Small Business Owner,City Council Member,Democrat,1,0,1,Democrat,andyholt85,0,1096
3,0,100,8,7,Male,55,White,Educator,City Council Member,Democrat,1,0,1,Democrat,andyholt85,1,1096
3,1,100,8,7,Female,35,White,Small Business Owner,City Council Member,Democrat,1,0,1,Democrat,andyholt85,1,1096
4,1,100,5,7,Female,55,White,Educator,Representative in Congress,Independent,1,0,1,Democrat,andyholt85,0,1096
4,0,82,14,7,Male,55,Asian,Small Business Owner,City Council Member,Republican,1,0,1,Democrat,andyholt85,0,1096
5,1,75,8,6,Male,35,Hispanic,Attorney,City Council Member,non-partisan,1,0,1,Democrat,andyholt85,1,1096
5,0,50,5,6,Male,65,Asian,Attorney,None,non-partisan,1,0,1,Democrat,andyholt85,1,1096
1,1,95,10,5,Female,55,Hispanic,Small Business Owner,Mayor,non-partisan,1,0,1,Democrat,ANIR386R4C1D7,1,1097
1,0,30,6,4,Male,35,Black,Business Executive,None,non-partisan,1,0,1,Democrat,ANIR386R4C1D7,1,1097
2,0,51,6,4,Female,45,Asian,Small Business Owner,State Legislator,Republican,1,0,1,Democrat,ANIR386R4C1D7,0,1097
2,1,51,9,4,Male,55,Asian,Educator,State Legislator,Independent,1,0,1,Democrat,ANIR386R4C1D7,0,1097
3,1,92,7,4,Female,35,Asian,Business Executive,Representative in Congress,non-partisan,1,0,1,Democrat,ANIR386R4C1D7,1,1097
3,0,71,7,4,Female,45,Hispanic,Business Executive,Mayor,non-partisan,1,0,1,Democrat,ANIR386R4C1D7,1,1097
4,0,23,5,3,Female,45,White,Attorney,None,Republican,1,0,1,Democrat,ANIR386R4C1D7,0,1097
4,1,84,9,4,Male,35,Asian,Police Officer,Representative in Congress,Independent,1,0,1,Democrat,ANIR386R4C1D7,0,1097
5,1,83,9,6,Male,65,Black,Attorney,Representative in Congress,Independent,1,0,1,Democrat,ANIR386R4C1D7,1,1097
5,0,78,9,4,Male,45,Hispanic,Small Business Owner,Mayor,Independent,1,0,1,Democrat,ANIR386R4C1D7,1,1097
1,1,60,6,4,Female,35,White,Small Business Owner,None,Democrat,0,0,4,Independent,ANJ9V1S2RYOE8,0,1098
1,0,60,8,3,Female,65,Asian,Small Business Owner,Mayor,Republican,0,0,4,Independent,ANJ9V1S2RYOE8,0,1098
2,0,70,7,6,Male,55,Black,Police Officer,None,non-partisan,0,0,4,Independent,ANJ9V1S2RYOE8,1,1098
2,1,81,6,4,Female,35,Hispanic,Educator,None,non-partisan,0,0,4,Independent,ANJ9V1S2RYOE8,1,1098
3,1,80,5,3,Female,45,Asian,Educator,Representative in Congress,non-partisan,0,0,4,Independent,ANJ9V1S2RYOE8,1,1098
3,0,79,7,5,Female,45,Asian,Business Executive,City Council Member,non-partisan,0,0,4,Independent,ANJ9V1S2RYOE8,1,1098
4,0,60,9,3,Female,45,Black,Police Officer,Representative in Congress,Republican,0,0,4,Independent,ANJ9V1S2RYOE8,0,1098
4,1,68,6,3,Male,45,Asian,Attorney,State Legislator,Democrat,0,0,4,Independent,ANJ9V1S2RYOE8,0,1098
5,1,74,7,3,Male,45,White,Attorney,Representative in Congress,Independent,0,0,4,Independent,ANJ9V1S2RYOE8,1,1098
5,0,60,7,3,Male,35,White,Attorney,None,Independent,0,0,4,Independent,ANJ9V1S2RYOE8,1,1098
1,0,100,8,7,Female,65,White,Small Business Owner,City Council Member,Democrat,1,0,3,Democrat,ANJFEVZF3QH67,1,1099
1,1,100,8,7,Female,45,Black,Educator,City Council Member,Democrat,1,0,3,Democrat,ANJFEVZF3QH67,1,1099
2,1,100,8,7,Female,45,Hispanic,Business Executive,None,Independent,1,0,3,Democrat,ANJFEVZF3QH67,0,1099
2,0,100,8,7,Male,45,Asian,Business Executive,None,Democrat,1,0,3,Democrat,ANJFEVZF3QH67,0,1099
3,0,100,8,1,Female,45,Asian,Business Executive,Mayor,Republican,1,0,3,Democrat,ANJFEVZF3QH67,0,1099
3,1,100,8,7,Male,65,Asian,Small Business Owner,City Council Member,Independent,1,0,3,Democrat,ANJFEVZF3QH67,0,1099
4,0,99,8,7,Male,55,Black,Attorney,State Legislator,non-partisan,1,0,3,Democrat,ANJFEVZF3QH67,1,1099
4,1,100,8,7,Male,65,Black,Business Executive,Mayor,non-partisan,1,0,3,Democrat,ANJFEVZF3QH67,1,1099
5,0,100,8,7,Female,45,Hispanic,Educator,Mayor,non-partisan,1,0,3,Democrat,ANJFEVZF3QH67,1,1099
5,1,100,8,7,Female,55,Black,Business Executive,Mayor,non-partisan,1,0,3,Democrat,ANJFEVZF3QH67,1,1099
1,0,83,7,4,Male,65,Hispanic,Educator,Mayor,Republican,1,0,2,Democrat,ANQG22MEKC96H,0,1100
1,1,97,5,7,Male,35,White,Business Executive,State Legislator,Democrat,1,0,2,Democrat,ANQG22MEKC96H,0,1100
2,0,75,8,5,Female,35,White,Educator,None,non-partisan,1,0,2,Democrat,ANQG22MEKC96H,1,1100
2,1,90,10,6,Male,45,Hispanic,Attorney,Mayor,non-partisan,1,0,2,Democrat,ANQG22MEKC96H,1,1100
3,0,74,7,5,Female,45,Black,Business Executive,State Legislator,Republican,1,0,2,Democrat,ANQG22MEKC96H,0,1100
3,1,86,8,6,Male,65,Black,Police Officer,Mayor,Democrat,1,0,2,Democrat,ANQG22MEKC96H,0,1100
4,1,84,7,5,Male,45,Hispanic,Attorney,None,Democrat,1,0,2,Democrat,ANQG22MEKC96H,0,1100
4,0,74,9,5,Female,45,Hispanic,Attorney,Representative in Congress,Independent,1,0,2,Democrat,ANQG22MEKC96H,0,1100
5,1,93,8,6,Female,55,Black,Attorney,State Legislator,non-partisan,1,0,2,Democrat,ANQG22MEKC96H,1,1100
5,0,84,7,7,Female,65,Asian,Business Executive,City Council Member,non-partisan,1,0,2,Democrat,ANQG22MEKC96H,1,1100
1,0,100,6,2,Female,45,Asian,Business Executive,Mayor,Democrat,0,1,5,Republican,ANRF8AGVFAB6U,0,1101
1,1,100,9,5,Male,35,White,Business Executive,Mayor,Independent,0,1,5,Republican,ANRF8AGVFAB6U,0,1101
2,0,75,6,4,Male,65,Hispanic,Business Executive,None,Democrat,0,1,5,Republican,ANRF8AGVFAB6U,1,1101
2,1,95,6,4,Male,65,Black,Small Business Owner,Representative in Congress,Democrat,0,1,5,Republican,ANRF8AGVFAB6U,1,1101
3,1,87,10,4,Female,45,Black,Small Business Owner,Representative in Congress,Republican,0,1,5,Republican,ANRF8AGVFAB6U,1,1101
3,0,63,9,4,Male,55,White,Educator,Representative in Congress,Republican,0,1,5,Republican,ANRF8AGVFAB6U,1,1101
4,1,83,7,3,Female,45,White,Educator,City Council Member,Independent,0,1,5,Republican,ANRF8AGVFAB6U,0,1101
4,0,83,7,3,Female,55,White,Police Officer,State Legislator,Democrat,0,1,5,Republican,ANRF8AGVFAB6U,0,1101
5,0,99,8,4,Male,65,White,Small Business Owner,City Council Member,non-partisan,0,1,5,Republican,ANRF8AGVFAB6U,1,1101
5,1,100,8,4,Male,65,Asian,Small Business Owner,Mayor,non-partisan,0,1,5,Republican,ANRF8AGVFAB6U,1,1101
1,0,57,8,4,Female,65,Black,Educator,Mayor,Democrat,0,1,7,Republican,ANRTXL4V6246F,0,1102
1,1,34,11,4,Male,35,Hispanic,Business Executive,Representative in Congress,Independent,0,1,7,Republican,ANRTXL4V6246F,0,1102
2,0,70,8,5,Female,65,White,Educator,State Legislator,Democrat,0,1,7,Republican,ANRTXL4V6246F,1,1102
2,1,42,9,3,Female,35,White,Business Executive,Representative in Congress,Democrat,0,1,7,Republican,ANRTXL4V6246F,1,1102
3,0,77,9,5,Male,45,White,Attorney,Representative in Congress,Democrat,0,1,7,Republican,ANRTXL4V6246F,1,1102
3,1,38,7,3,Female,65,Black,Attorney,None,Democrat,0,1,7,Republican,ANRTXL4V6246F,1,1102
4,0,78,8,4,Male,55,Asian,Attorney,Representative in Congress,Independent,0,1,7,Republican,ANRTXL4V6246F,0,1102
4,1,51,8,4,Male,35,Hispanic,Business Executive,None,Republican,0,1,7,Republican,ANRTXL4V6246F,0,1102
5,1,15,8,4,Female,35,Asian,Business Executive,City Council Member,non-partisan,0,1,7,Republican,ANRTXL4V6246F,1,1102
5,0,37,7,4,Male,65,Hispanic,Business Executive,City Council Member,non-partisan,0,1,7,Republican,ANRTXL4V6246F,1,1102
1,1,61,9,5,Male,55,White,Educator,None,Independent,0,1,5,Republican,ANSD4V80HPJZR,1,1103
1,0,55,10,5,Male,35,Asian,Business Executive,None,Independent,0,1,5,Republican,ANSD4V80HPJZR,1,1103
2,0,82,9,4,Male,45,Black,Business Executive,Mayor,Democrat,0,1,5,Republican,ANSD4V80HPJZR,0,1103
2,1,65,10,4,Female,65,Black,Attorney,None,Independent,0,1,5,Republican,ANSD4V80HPJZR,0,1103
3,0,61,7,4,Male,35,Asian,Attorney,State Legislator,Democrat,0,1,5,Republican,ANSD4V80HPJZR,0,1103
3,1,63,8,4,Female,55,Black,Police Officer,State Legislator,Independent,0,1,5,Republican,ANSD4V80HPJZR,0,1103
4,0,62,7,4,Male,65,White,Business Executive,State Legislator,non-partisan,0,1,5,Republican,ANSD4V80HPJZR,1,1103
4,1,64,9,6,Female,65,Hispanic,Police Officer,Representative in Congress,non-partisan,0,1,5,Republican,ANSD4V80HPJZR,1,1103
5,0,68,9,4,Male,35,White,Small Business Owner,State Legislator,Democrat,0,1,5,Republican,ANSD4V80HPJZR,0,1103
5,1,63,8,4,Male,45,Asian,Attorney,City Council Member,Independent,0,1,5,Republican,ANSD4V80HPJZR,0,1103
1,1,83,6,6,Female,45,Hispanic,Attorney,Representative in Congress,non-partisan,1,0,1,Democrat,AO63KMU3PGNJA,1,1104
1,0,74,10,6,Male,55,Hispanic,Attorney,Representative in Congress,non-partisan,1,0,1,Democrat,AO63KMU3PGNJA,1,1104
2,1,88,8,5,Male,55,Black,Small Business Owner,Representative in Congress,Democrat,1,0,1,Democrat,AO63KMU3PGNJA,0,1104
2,0,67,9,6,Male,35,Hispanic,Business Executive,None,Independent,1,0,1,Democrat,AO63KMU3PGNJA,0,1104
3,1,87,7,6,Female,35,Hispanic,Educator,Representative in Congress,non-partisan,1,0,1,Democrat,AO63KMU3PGNJA,1,1104
3,0,83,10,5,Male,55,Hispanic,Business Executive,Mayor,non-partisan,1,0,1,Democrat,AO63KMU3PGNJA,1,1104
4,1,84,7,6,Male,65,White,Attorney,Representative in Congress,Democrat,1,0,1,Democrat,AO63KMU3PGNJA,0,1104
4,0,82,11,6,Female,65,Hispanic,Attorney,State Legislator,Republican,1,0,1,Democrat,AO63KMU3PGNJA,0,1104
5,1,87,7,5,Female,45,Black,Educator,Mayor,non-partisan,1,0,1,Democrat,AO63KMU3PGNJA,1,1104
5,0,78,7,6,Female,35,Black,Small Business Owner,None,non-partisan,1,0,1,Democrat,AO63KMU3PGNJA,1,1104
1,0,81,12,6,Female,55,White,Business Executive,State Legislator,non-partisan,1,0,2,Democrat,AOFG1F5CXWS35,1,1105
1,1,92,5,6,Male,65,Asian,Small Business Owner,Mayor,non-partisan,1,0,2,Democrat,AOFG1F5CXWS35,1,1105
2,1,91,7,5,Female,65,White,Small Business Owner,Mayor,non-partisan,1,0,2,Democrat,AOFG1F5CXWS35,1,1105
2,0,70,5,5,Male,45,White,Business Executive,None,non-partisan,1,0,2,Democrat,AOFG1F5CXWS35,1,1105
3,1,81,8,7,Male,35,Asian,Police Officer,State Legislator,non-partisan,1,0,2,Democrat,AOFG1F5CXWS35,1,1105
3,0,81,8,5,Female,45,White,Business Executive,State Legislator,non-partisan,1,0,2,Democrat,AOFG1F5CXWS35,1,1105
4,1,100,7,6,Female,65,White,Business Executive,City Council Member,non-partisan,1,0,2,Democrat,AOFG1F5CXWS35,1,1105
4,0,60,4,5,Male,45,Hispanic,Small Business Owner,None,non-partisan,1,0,2,Democrat,AOFG1F5CXWS35,1,1105
5,0,91,10,5,Female,45,Black,Small Business Owner,None,Democrat,1,0,2,Democrat,AOFG1F5CXWS35,1,1105
5,1,38,10,5,Male,55,Hispanic,Small Business Owner,City Council Member,Democrat,1,0,2,Democrat,AOFG1F5CXWS35,1,1105
1,1,60,8,5,Male,45,Asian,Attorney,Mayor,non-partisan,1,0,3,Democrat,AOH34052ZROM1,1,1106
1,0,54,10,5,Female,55,Asian,Police Officer,City Council Member,non-partisan,1,0,3,Democrat,AOH34052ZROM1,1,1106
2,0,43,7,3,Male,65,Black,Attorney,Representative in Congress,non-partisan,1,0,3,Democrat,AOH34052ZROM1,1,1106
2,1,71,6,5,Female,45,Black,Educator,State Legislator,non-partisan,1,0,3,Democrat,AOH34052ZROM1,1,1106
3,0,61,12,4,Male,45,White,Business Executive,City Council Member,non-partisan,1,0,3,Democrat,AOH34052ZROM1,1,1106
3,1,61,9,6,Male,55,White,Police Officer,City Council Member,non-partisan,1,0,3,Democrat,AOH34052ZROM1,1,1106
4,0,61,6,4,Female,65,White,Educator,State Legislator,Republican,1,0,3,Democrat,AOH34052ZROM1,0,1106
4,1,68,10,4,Male,55,Hispanic,Business Executive,Mayor,Independent,1,0,3,Democrat,AOH34052ZROM1,0,1106
5,1,71,8,6,Female,45,Hispanic,Police Officer,Mayor,Independent,1,0,3,Democrat,AOH34052ZROM1,0,1106
5,0,60,10,5,Male,65,Hispanic,Small Business Owner,Mayor,Democrat,1,0,3,Democrat,AOH34052ZROM1,0,1106
1,1,90,8,4,Female,45,Asian,Attorney,City Council Member,Democrat,1,0,1,Democrat,AOIK8K4X34LGR,1,1107
1,0,70,8,4,Female,35,Black,Educator,Mayor,Democrat,1,0,1,Democrat,AOIK8K4X34LGR,1,1107
2,1,90,8,3,Female,65,Black,Educator,Mayor,non-partisan,1,0,1,Democrat,AOIK8K4X34LGR,1,1107
2,0,70,8,3,Male,45,Asian,Police Officer,Representative in Congress,non-partisan,1,0,1,Democrat,AOIK8K4X34LGR,1,1107
3,1,90,9,3,Male,45,White,Business Executive,State Legislator,Independent,1,0,1,Democrat,AOIK8K4X34LGR,0,1107
3,0,60,7,3,Male,45,Asian,Educator,None,Democrat,1,0,1,Democrat,AOIK8K4X34LGR,0,1107
4,0,90,8,3,Male,45,Black,Attorney,Representative in Congress,non-partisan,1,0,1,Democrat,AOIK8K4X34LGR,1,1107
4,1,90,8,3,Female,35,White,Small Business Owner,Representative in Congress,non-partisan,1,0,1,Democrat,AOIK8K4X34LGR,1,1107
5,0,90,7,3,Male,35,Hispanic,Small Business Owner,City Council Member,non-partisan,1,0,1,Democrat,AOIK8K4X34LGR,1,1107
5,1,70,6,3,Female,55,Hispanic,Attorney,City Council Member,non-partisan,1,0,1,Democrat,AOIK8K4X34LGR,1,1107
1,1,83,8,5,Female,35,Black,Attorney,State Legislator,non-partisan,1,0,1,Democrat,AOLE6YAPCVY1Z,1,1108
1,0,62,9,4,Male,45,Asian,Small Business Owner,None,non-partisan,1,0,1,Democrat,AOLE6YAPCVY1Z,1,1108
2,0,52,8,6,Male,55,White,Police Officer,None,Democrat,1,0,1,Democrat,AOLE6YAPCVY1Z,0,1108
2,1,52,9,5,Male,45,Black,Educator,None,Republican,1,0,1,Democrat,AOLE6YAPCVY1Z,0,1108
3,0,81,9,4,Female,35,Hispanic,Attorney,Representative in Congress,Republican,1,0,1,Democrat,AOLE6YAPCVY1Z,0,1108
3,1,70,8,4,Female,35,Black,Educator,State Legislator,Independent,1,0,1,Democrat,AOLE6YAPCVY1Z,0,1108
4,1,81,6,5,Male,45,Black,Educator,City Council Member,Democrat,1,0,1,Democrat,AOLE6YAPCVY1Z,0,1108
4,0,60,10,5,Male,35,Hispanic,Small Business Owner,State Legislator,Republican,1,0,1,Democrat,AOLE6YAPCVY1Z,0,1108
5,0,58,7,5,Male,65,Black,Attorney,None,Republican,1,0,1,Democrat,AOLE6YAPCVY1Z,0,1108
5,1,83,8,5,Female,45,Asian,Business Executive,City Council Member,Democrat,1,0,1,Democrat,AOLE6YAPCVY1Z,0,1108
1,0,41,7,3,Female,55,Black,Small Business Owner,None,Republican,1,0,2,Democrat,AOMXLBIJ54UJR,1,1109
1,1,60,8,5,Female,65,White,Business Executive,Mayor,Republican,1,0,2,Democrat,AOMXLBIJ54UJR,1,1109
2,1,51,8,5,Female,55,White,Attorney,Representative in Congress,Republican,1,0,2,Democrat,AOMXLBIJ54UJR,0,1109
2,0,51,8,5,Female,55,Asian,Small Business Owner,Mayor,Independent,1,0,2,Democrat,AOMXLBIJ54UJR,0,1109
3,1,65,8,5,Male,65,White,Attorney,Representative in Congress,Republican,1,0,2,Democrat,AOMXLBIJ54UJR,0,1109
3,0,54,8,5,Female,35,Asian,Small Business Owner,City Council Member,Democrat,1,0,2,Democrat,AOMXLBIJ54UJR,0,1109
4,0,40,8,4,Female,45,Hispanic,Business Executive,City Council Member,non-partisan,1,0,2,Democrat,AOMXLBIJ54UJR,1,1109
4,1,61,8,5,Female,55,Asian,Small Business Owner,Representative in Congress,non-partisan,1,0,2,Democrat,AOMXLBIJ54UJR,1,1109
5,1,52,8,5,Female,35,White,Police Officer,None,non-partisan,1,0,2,Democrat,AOMXLBIJ54UJR,1,1109
5,0,52,8,5,Male,45,Asian,Small Business Owner,Mayor,non-partisan,1,0,2,Democrat,AOMXLBIJ54UJR,1,1109
1,0,42,9,5,Female,45,Asian,Small Business Owner,City Council Member,non-partisan,0,1,6,Republican,AOOUX0906K0HG,1,1110
1,1,60,10,6,Female,65,White,Attorney,None,non-partisan,0,1,6,Republican,AOOUX0906K0HG,1,1110
2,1,70,9,6,Female,35,Black,Small Business Owner,State Legislator,Democrat,0,1,6,Republican,AOOUX0906K0HG,0,1110
2,0,56,8,4,Male,35,Black,Educator,City Council Member,Republican,0,1,6,Republican,AOOUX0906K0HG,0,1110
3,1,64,9,6,Male,45,White,Business Executive,Representative in Congress,non-partisan,0,1,6,Republican,AOOUX0906K0HG,1,1110
3,0,52,8,3,Female,35,Black,Police Officer,City Council Member,non-partisan,0,1,6,Republican,AOOUX0906K0HG,1,1110
4,0,19,8,4,Female,65,White,Small Business Owner,None,Democrat,0,1,6,Republican,AOOUX0906K0HG,0,1110
4,1,62,8,6,Female,45,Asian,Educator,Mayor,Republican,0,1,6,Republican,AOOUX0906K0HG,0,1110
5,0,50,9,5,Female,65,Asian,Educator,Representative in Congress,Independent,0,1,6,Republican,AOOUX0906K0HG,0,1110
5,1,62,9,6,Male,65,Asian,Attorney,Representative in Congress,Republican,0,1,6,Republican,AOOUX0906K0HG,0,1110
1,0,50,8,4,Male,45,Asian,Police Officer,State Legislator,non-partisan,0,1,5,Republican,AOPOLVUSCIRDN,1,1111
1,1,50,8,4,Male,55,White,Small Business Owner,City Council Member,non-partisan,0,1,5,Republican,AOPOLVUSCIRDN,1,1111
2,0,50,8,4,Male,65,Hispanic,Attorney,Representative in Congress,non-partisan,0,1,5,Republican,AOPOLVUSCIRDN,1,1111
2,1,50,8,4,Female,55,Hispanic,Small Business Owner,Representative in Congress,non-partisan,0,1,5,Republican,AOPOLVUSCIRDN,1,1111
3,1,50,8,4,Male,65,White,Educator,Mayor,Democrat,0,1,5,Republican,AOPOLVUSCIRDN,0,1111
3,0,50,8,4,Male,35,White,Small Business Owner,Representative in Congress,Independent,0,1,5,Republican,AOPOLVUSCIRDN,0,1111
4,1,51,8,4,Female,35,Hispanic,Small Business Owner,Representative in Congress,Republican,0,1,5,Republican,AOPOLVUSCIRDN,0,1111
4,0,51,8,4,Male,35,Asian,Attorney,Mayor,Independent,0,1,5,Republican,AOPOLVUSCIRDN,0,1111
5,0,50,8,4,Female,65,Black,Small Business Owner,City Council Member,non-partisan,0,1,5,Republican,AOPOLVUSCIRDN,1,1111
5,1,51,8,4,Female,65,White,Small Business Owner,Representative in Congress,non-partisan,0,1,5,Republican,AOPOLVUSCIRDN,1,1111
1,1,69,8,5,Male,65,White,Business Executive,Representative in Congress,Democrat,1,0,1,Democrat,AOTCPS24JM5DQ,0,1112
1,0,37,8,4,Female,35,Hispanic,Attorney,None,Republican,1,0,1,Democrat,AOTCPS24JM5DQ,0,1112
2,1,69,8,3,Male,55,Black,Small Business Owner,City Council Member,non-partisan,1,0,1,Democrat,AOTCPS24JM5DQ,1,1112
2,0,47,8,5,Male,65,Asian,Police Officer,City Council Member,non-partisan,1,0,1,Democrat,AOTCPS24JM5DQ,1,1112
3,0,72,7,5,Female,35,Asian,Educator,None,non-partisan,1,0,1,Democrat,AOTCPS24JM5DQ,1,1112
3,1,41,8,4,Female,65,White,Educator,State Legislator,non-partisan,1,0,1,Democrat,AOTCPS24JM5DQ,1,1112
4,0,42,9,3,Female,45,Black,Police Officer,State Legislator,Democrat,1,0,1,Democrat,AOTCPS24JM5DQ,0,1112
4,1,63,10,4,Female,65,White,Attorney,City Council Member,Independent,1,0,1,Democrat,AOTCPS24JM5DQ,0,1112
5,1,66,9,5,Male,35,Asian,Attorney,Representative in Congress,Independent,1,0,1,Democrat,AOTCPS24JM5DQ,0,1112
5,0,52,7,5,Female,65,Black,Educator,Mayor,Republican,1,0,1,Democrat,AOTCPS24JM5DQ,0,1112
1,1,74,8,5,Male,65,Hispanic,Attorney,Mayor,Republican,0,1,7,Republican,AOVNUOP2R11FM,0,1113
1,0,61,6,3,Male,35,Asian,Educator,City Council Member,Democrat,0,1,7,Republican,AOVNUOP2R11FM,0,1113
2,0,65,6,4,Male,65,White,Attorney,Representative in Congress,non-partisan,0,1,7,Republican,AOVNUOP2R11FM,1,1113
2,1,84,8,6,Male,65,White,Police Officer,Mayor,non-partisan,0,1,7,Republican,AOVNUOP2R11FM,1,1113
3,0,58,8,4,Male,55,Asian,Attorney,State Legislator,non-partisan,0,1,7,Republican,AOVNUOP2R11FM,1,1113
3,1,79,8,5,Female,55,White,Police Officer,State Legislator,non-partisan,0,1,7,Republican,AOVNUOP2R11FM,1,1113
4,1,80,8,6,Female,35,Hispanic,Police Officer,Mayor,Republican,0,1,7,Republican,AOVNUOP2R11FM,1,1113
4,0,63,6,5,Male,55,White,Attorney,Representative in Congress,Republican,0,1,7,Republican,AOVNUOP2R11FM,1,1113
5,1,62,8,5,Female,45,Asian,Educator,State Legislator,non-partisan,0,1,7,Republican,AOVNUOP2R11FM,1,1113
5,0,59,8,3,Male,35,Black,Small Business Owner,None,non-partisan,0,1,7,Republican,AOVNUOP2R11FM,1,1113
1,1,71,8,5,Male,55,Hispanic,Small Business Owner,None,non-partisan,1,0,2,Democrat,AP0DKYHCUC4PO,1,1114
1,0,19,8,2,Female,45,White,Police Officer,State Legislator,non-partisan,1,0,2,Democrat,AP0DKYHCUC4PO,1,1114
2,1,51,7,3,Male,55,Black,Police Officer,State Legislator,Independent,1,0,2,Democrat,AP0DKYHCUC4PO,1,1114
2,0,39,7,3,Female,65,Black,Police Officer,Representative in Congress,Independent,1,0,2,Democrat,AP0DKYHCUC4PO,1,1114
3,1,61,9,3,Male,35,Hispanic,Educator,State Legislator,Republican,1,0,2,Democrat,AP0DKYHCUC4PO,1,1114
3,0,9,8,1,Male,65,White,Business Executive,None,Republican,1,0,2,Democrat,AP0DKYHCUC4PO,1,1114
4,1,60,10,5,Male,45,Hispanic,Attorney,Representative in Congress,non-partisan,1,0,2,Democrat,AP0DKYHCUC4PO,1,1114
4,0,56,10,2,Male,45,Asian,Business Executive,None,non-partisan,1,0,2,Democrat,AP0DKYHCUC4PO,1,1114
5,1,71,8,2,Male,55,Asian,Small Business Owner,State Legislator,non-partisan,1,0,2,Democrat,AP0DKYHCUC4PO,1,1114
5,0,55,8,2,Female,35,Black,Small Business Owner,Representative in Congress,non-partisan,1,0,2,Democrat,AP0DKYHCUC4PO,1,1114
1,1,91,9,5,Male,55,Asian,Educator,Mayor,Democrat,1,0,1,Democrat,AP8OG80OLCCMC,0,1115
1,0,81,8,4,Female,45,Hispanic,Small Business Owner,Mayor,Independent,1,0,1,Democrat,AP8OG80OLCCMC,0,1115
2,0,84,9,4,Male,45,Hispanic,Police Officer,State Legislator,Democrat,1,0,1,Democrat,AP8OG80OLCCMC,1,1115
2,1,96,9,4,Male,35,Asian,Small Business Owner,Representative in Congress,Democrat,1,0,1,Democrat,AP8OG80OLCCMC,1,1115
3,1,92,9,5,Female,45,White,Educator,Mayor,Democrat,1,0,1,Democrat,AP8OG80OLCCMC,1,1115
3,0,83,8,4,Male,55,Black,Attorney,Mayor,Democrat,1,0,1,Democrat,AP8OG80OLCCMC,1,1115
4,1,99,7,5,Female,35,Black,Attorney,Representative in Congress,Republican,1,0,1,Democrat,AP8OG80OLCCMC,0,1115
4,0,87,8,4,Female,55,Hispanic,Police Officer,Mayor,Independent,1,0,1,Democrat,AP8OG80OLCCMC,0,1115
5,1,96,8,4,Female,35,Asian,Business Executive,Mayor,Democrat,1,0,1,Democrat,AP8OG80OLCCMC,0,1115
5,0,91,8,4,Female,65,Asian,Police Officer,Representative in Congress,Republican,1,0,1,Democrat,AP8OG80OLCCMC,0,1115
1,0,50,7,6,Male,65,White,Police Officer,State Legislator,Republican,1,0,3,Democrat,AP9XTWNTN6DZV,0,1116
